Адрес,Порт,Пакеты,Байты,Пакетов отправлено,Байтов отправлено,Пакетов получено,Байтов получено
"192.168.31.21",63663,18,5851,10,2923,8,2928
"192.168.31.21",63664,12,10901,11,10835,1,66
"192.168.31.21",63665,11,832,6,420,5,412
"192.168.31.21",63666,11,820,6,420,5,400
"192.168.31.21",63667,11,829,6,420,5,409
"192.168.31.21",63668,11,848,6,386,5,462
"192.168.31.21",63669,11,800,6,386,5,414
"192.168.31.21",63670,11,761,6,386,5,375
"192.168.31.21",63671,11,791,6,384,5,407
"192.168.31.21",63672,11,764,6,384,5,380
"192.168.31.21",63673,11,802,6,384,5,418
"192.168.31.21",63674,19,6584,11,4015,8,2569
"192.168.31.21",63675,11,836,6,380,5,456
"192.168.31.21",63676,11,820,6,380,5,440
"192.168.31.21",63677,11,781,6,380,5,401
"192.168.31.21",63678,11,842,6,383,5,459
"192.168.31.21",63679,11,794,6,383,5,411
"192.168.31.21",63680,11,755,6,383,5,372
"192.168.31.21",63681,11,846,6,385,5,461
"192.168.31.21",63682,11,798,6,385,5,413
"192.168.31.21",63683,11,759,6,385,5,374
"192.168.31.21",63684,11,758,6,383,5,375
"192.168.31.21",63685,11,746,6,383,5,363
"192.168.31.21",63686,11,790,6,383,5,407
"192.168.31.21",63688,11,850,6,375,5,475
"192.168.31.21",63689,11,834,6,375,5,459
"192.168.31.21",63690,11,788,6,375,5,413
"192.168.31.21",63691,12,10869,11,10803,1,66
"192.168.31.21",63695,12,10933,11,10867,1,66
"192.168.31.21",63696,12,10869,11,10803,1,66
"192.168.31.21",63697,12,10901,11,10835,1,66
"192.168.31.21",63700,12,10908,11,10842,1,66
"192.168.31.21",63701,12,10972,11,10906,1,66
"192.168.31.21",63702,11,771,6,373,5,398
"192.168.31.21",63703,11,742,6,373,5,369
"192.168.31.21",63704,11,780,6,373,5,407
"192.168.31.21",63705,137,64024,54,7724,83,56300
"192.168.31.21",63706,19,6931,10,2440,9,4491
"192.168.31.21",63707,11,734,6,371,5,363
"192.168.31.21",63708,11,722,6,371,5,351
"192.168.31.21",63709,11,763,6,371,5,392
"192.168.31.21",63710,11,752,6,380,5,372
"192.168.31.21",63711,11,740,6,380,5,360
"192.168.31.21",63712,11,781,6,380,5,401
"192.168.31.21",63714,11,752,6,380,5,372
"192.168.31.21",63715,11,740,6,380,5,360
"192.168.31.21",63716,11,781,6,380,5,401
"192.168.31.21",63718,48,9221,25,4460,23,4761
"192.168.31.21",63719,11,832,6,420,5,412
"192.168.31.21",63720,11,820,6,420,5,400
"192.168.31.21",63721,12,889,6,420,6,469
"192.168.31.21",63722,16,4868,9,2561,7,2307
"192.168.31.21",63726,14,12098,13,12032,1,66
"192.168.31.21",63728,38,7460,19,3772,19,3688
"192.168.31.21",63729,14,12098,13,12032,1,66
"192.168.31.21",63730,19,7118,10,2615,9,4503
"192.168.31.21",63732,12,10965,11,10899,1,66
"192.168.31.21",63733,11,783,6,378,5,405
"192.168.31.21",63734,11,736,6,378,5,358
"192.168.31.21",63735,11,783,6,378,5,405
"192.168.31.21",63736,5,330,5,330,0,0
"192.168.31.21",63737,5,330,5,330,0,0
"192.168.31.21",63741,12,10869,11,10803,1,66
"192.168.31.21",63742,12,10901,11,10835,1,66
"192.168.31.21",63743,12,10940,11,10874,1,66
"192.168.31.21",63745,12,10869,11,10803,1,66
"192.168.31.21",63746,11,842,6,383,5,459
"192.168.31.21",63747,11,826,6,383,5,443
"192.168.31.21",63748,11,787,6,383,5,404
"192.168.31.21",63750,11,756,6,382,5,374
"192.168.31.21",63751,11,744,6,382,5,362
"192.168.31.21",63752,11,778,6,382,5,396
"192.168.31.21",63754,49,20872,22,3806,27,17066
"192.168.31.21",63755,18,5797,10,2863,8,2934
"192.168.31.21",63756,11,837,6,370,5,467
"192.168.31.21",63757,11,821,6,370,5,451
"192.168.31.21",63758,11,775,6,370,5,405
"192.168.31.21",63761,79,47599,36,14321,43,33278
"192.168.31.21",63762,11,734,6,371,5,363
"192.168.31.21",63763,11,722,6,371,5,351
"192.168.31.21",63764,11,763,6,371,5,392
"192.168.31.21",63765,11,783,6,381,5,402
"192.168.31.21",63766,11,771,6,381,5,390
"192.168.31.21",63767,11,812,6,381,5,431
"192.168.31.21",63768,18,5700,10,2805,8,2895
"192.168.31.21",63769,11,829,6,376,5,453
"192.168.31.21",63770,11,762,6,376,5,386
"192.168.31.21",63771,11,829,6,376,5,453
"192.168.31.21",63772,11,774,6,376,5,398
"192.168.31.21",63773,11,762,6,376,5,386
"192.168.31.21",63774,11,803,6,376,5,427
"192.168.31.21",63775,11,760,6,370,5,390
"192.168.31.21",63776,11,800,6,370,5,430
"192.168.31.21",63777,11,794,7,458,4,336
"192.168.31.21",63778,44,37443,28,25593,16,11850
"192.168.31.21",63781,12,10982,11,10916,1,66
"192.168.31.21",63782,12,10918,11,10852,1,66
"192.168.31.21",63785,11,776,6,378,5,398
"192.168.31.21",63786,11,752,6,378,5,374
"192.168.31.21",63787,11,780,6,378,5,402
"192.168.31.21",63789,12,10965,11,10899,1,66
"192.168.31.21",63790,12,10965,11,10899,1,66
"192.168.31.21",63791,14,12120,13,12054,1,66
"192.168.31.21",63792,11,774,6,376,5,398
"192.168.31.21",63793,11,762,6,376,5,386
"192.168.31.21",63794,11,829,6,376,5,453
"192.168.31.21",63797,57,13477,27,5706,30,7771
"192.168.31.21",63798,18,5730,10,2817,8,2913
"192.168.31.21",63799,11,818,6,371,5,447
"192.168.31.21",63800,11,802,6,371,5,431
"192.168.31.21",63801,11,756,6,371,5,385
"192.168.31.21",63803,12,10901,11,10835,1,66
"192.168.31.21",63804,11,829,6,376,5,453
"192.168.31.21",63805,11,788,6,376,5,412
"192.168.31.21",63806,11,803,6,376,5,427
"192.168.31.21",63807,18,7947,9,2292,9,5655
"192.168.31.21",63808,90,15971,44,6336,46,9635
"192.168.31.21",63809,11,816,6,370,5,446
"192.168.31.21",63810,11,800,6,370,5,430
"192.168.31.21",63811,11,761,6,370,5,391
"192.168.31.21",63812,2729,1665644,1241,944316,1488,721328
"192.168.31.21",63813,1910,1778691,673,49209,1237,1729482
"192.168.31.21",63814,11,738,6,373,5,365
"192.168.31.21",63815,11,726,6,373,5,353
"192.168.31.21",63816,11,735,6,373,5,362
"192.168.31.21",63817,11,838,6,381,5,457
"192.168.31.21",63818,11,790,6,381,5,409
"192.168.31.21",63819,11,791,6,381,5,410
"192.168.31.21",63822,52,8067,25,4364,27,3703
"192.168.31.21",63823,19,4776,9,2617,10,2159
"192.168.31.21",63824,25,11362,11,4685,14,6677
"192.168.31.21",63825,26,11432,11,4693,15,6739
"192.168.31.21",63826,5,330,5,330,0,0
"192.168.31.21",63827,21,6909,10,4818,11,2091
"192.168.31.21",63828,22,7025,10,4874,12,2151
"192.168.31.21",63829,5,330,5,330,0,0
"192.168.31.21",63830,22,7007,10,4850,12,2157
"192.168.31.21",63831,22,6961,10,4810,12,2151
"192.168.31.21",63832,11,832,6,378,5,454
"192.168.31.21",63833,11,944,6,378,5,566
"192.168.31.21",63834,11,777,6,378,5,399
"192.168.31.21",63835,11,818,6,371,5,447
"192.168.31.21",63836,11,802,6,371,5,431
"192.168.31.21",63837,11,756,6,371,5,385
"192.168.31.21",63841,12,10901,11,10835,1,66
"192.168.31.21",63842,12,10869,11,10803,1,66
"192.168.31.21",63843,12,10869,11,10803,1,66
"192.168.31.21",63845,1730,2187975,270,20828,1460,2167147
"192.168.31.21",63846,12,10869,11,10803,1,66
"192.168.31.21",63847,3224,3458904,937,92362,2287,3366542
"192.168.31.21",63848,5,330,5,330,0,0
"192.168.31.21",63849,50,18097,25,10000,25,8097
"192.168.31.21",63850,11,734,6,371,5,363
"192.168.31.21",63851,11,722,6,371,5,351
"192.168.31.21",63852,11,763,6,371,5,392
"192.168.31.21",63853,11,776,6,378,5,398
"192.168.31.21",63854,11,752,6,378,5,374
"192.168.31.21",63855,11,780,6,378,5,402
"192.168.31.21",63858,14,12120,13,12054,1,66
"192.168.31.21",63860,14,12152,13,12086,1,66
"192.168.31.21",63861,12,10933,11,10867,1,66
"192.168.31.21",63862,11,768,6,374,5,394
"192.168.31.21",63863,11,744,6,374,5,370
"192.168.31.21",63864,11,782,6,374,5,408
"192.168.31.21",63867,41,7878,21,4399,20,3479
"192.168.31.21",63868,19,7085,10,2584,9,4501
"192.168.31.21",63869,11,818,6,371,5,447
"192.168.31.21",63870,11,802,6,371,5,431
"192.168.31.21",63871,11,756,6,371,5,385
"192.168.31.21",63872,5,330,5,330,0,0
"192.168.31.21",63873,1396,1660778,291,34577,1105,1626201
"192.168.31.21",63874,5,330,5,330,0,0
"192.168.31.21",63875,11,850,6,375,5,475
"192.168.31.21",63876,11,834,6,375,5,459
"192.168.31.21",63877,11,788,6,375,5,413
"192.168.31.21",63879,12,10869,11,10803,1,66
"192.168.31.21",63880,11,858,6,391,5,467
"192.168.31.21",63881,11,986,6,391,5,595
"192.168.31.21",63882,11,803,6,391,5,412
"192.168.31.21",63883,7582,9370160,1354,102412,6228,9267748
"192.168.31.21",63884,5,330,5,330,0,0
"192.168.31.21",63885,2970,2973799,1021,83322,1949,2890477
"192.168.31.21",63886,11,742,6,375,5,367
"192.168.31.21",63887,11,730,6,375,5,355
"192.168.31.21",63888,11,764,6,375,5,389
"192.168.31.21",63891,12,10933,11,10867,1,66
"192.168.31.21",63893,12,10965,11,10899,1,66
"192.168.31.21",63894,12,10901,11,10835,1,66
"192.168.31.21",63896,12,10901,11,10835,1,66
"192.168.31.21",63898,12,10933,11,10867,1,66
"192.168.31.21",63900,12,10940,11,10874,1,66
"192.168.31.21",63902,12,10940,11,10874,1,66
"192.168.31.21",63903,11,808,6,366,5,442
"192.168.31.21",63904,11,792,6,366,5,426
"192.168.31.21",63905,11,721,6,366,5,355
"192.168.31.21",63907,12,10901,11,10835,1,66
"192.168.31.21",63908,11,816,6,370,5,446
"192.168.31.21",63909,11,800,6,370,5,430
"192.168.31.21",63910,11,729,6,370,5,359
"192.168.31.21",63911,11,774,6,376,5,398
"192.168.31.21",63912,11,788,6,376,5,412
"192.168.31.21",63913,11,829,6,376,5,453
"192.168.31.21",63914,11,774,6,376,5,398
"192.168.31.21",63915,11,762,6,376,5,386
"192.168.31.21",63916,11,803,6,376,5,427
"192.168.31.21",63917,11,783,6,378,5,405
"192.168.31.21",63918,11,736,6,378,5,358
"192.168.31.21",63919,11,783,6,378,5,405
"192.168.31.21",63920,5,330,5,330,0,0
"192.168.31.21",63921,5,330,5,330,0,0
"192.168.31.21",63923,12,10965,11,10899,1,66
"192.168.31.21",63928,112,16301,57,9246,55,7055
"192.168.31.21",63929,93,15187,44,8570,49,6617
"192.168.31.21",63930,18,4052,10,2736,8,1316
"192.168.31.21",63931,20,5947,11,2968,9,2979
"192.168.31.21",63932,11,774,6,376,5,398
"192.168.31.21",63933,11,788,6,376,5,412
"192.168.31.21",63934,11,803,6,376,5,427
"192.168.31.21",63935,24,6376,12,1379,12,4997
"192.168.31.21",63936,740,859548,160,14761,580,844787
"192.168.31.21",63937,855,1101348,111,16455,744,1084893
"192.168.31.21",63938,202,129262,82,10159,120,119103
"192.168.31.21",63939,11,818,6,371,5,447
"192.168.31.21",63940,11,802,6,371,5,431
"192.168.31.21",63941,11,756,6,371,5,385
"192.168.31.21",63944,12,10869,11,10803,1,66
"192.168.31.21",63946,205,38666,104,24113,101,14553
"192.168.31.21",63949,16,3835,9,2585,7,1250
"192.168.31.21",63950,22,7911,10,2653,12,5258
"192.168.31.21",63951,5,330,5,330,0,0
"192.168.31.21",63952,852,1108162,106,11904,746,1096258
"192.168.31.21",63953,5,330,5,330,0,0
"192.168.31.21",63955,12,10933,11,10867,1,66
"192.168.31.21",63956,799,779776,276,29795,523,749981
"192.168.31.21",63958,12,10933,11,10867,1,66
"192.168.31.21",63959,856,836294,295,31015,561,805279
"192.168.31.21",63960,11,850,6,375,5,475
"192.168.31.21",63961,11,834,6,375,5,459
"192.168.31.21",63962,11,788,6,375,5,413
"192.168.31.21",63963,2299,2292659,780,63763,1519,2228896
"192.168.31.21",63964,11,742,6,375,5,367
"192.168.31.21",63965,11,730,6,375,5,355
"192.168.31.21",63966,11,764,6,375,5,389
"192.168.31.21",63967,5,330,5,330,0,0
"192.168.31.21",63969,12,10901,11,10835,1,66
"192.168.31.21",63970,86597,104197008,17490,1108256,69107,103088752
"192.168.31.21",63972,12,10965,11,10899,1,66
"192.168.31.21",63974,12,10901,11,10835,1,66
"192.168.31.21",63975,11,858,6,391,5,467
"192.168.31.21",63976,11,986,6,391,5,595
"192.168.31.21",63977,11,803,6,391,5,412
"192.168.31.21",63978,11,762,6,385,5,377
"192.168.31.21",63979,11,750,6,385,5,365
"192.168.31.21",63980,11,784,6,385,5,399
"192.168.31.21",63982,11,732,6,370,5,362
"192.168.31.21",63983,11,768,6,370,5,398
"192.168.31.21",63984,11,771,6,370,5,401
"192.168.31.21",63985,12,10965,11,10899,1,66
"192.168.31.21",63986,11,816,6,370,5,446
"192.168.31.21",63987,11,800,6,370,5,430
"192.168.31.21",63988,11,729,6,370,5,359
"192.168.31.21",63990,12,10869,11,10803,1,66
"192.168.31.21",63992,12,10965,11,10899,1,66
"192.168.31.21",63993,11,736,6,372,5,364
"192.168.31.21",63994,11,747,6,372,5,375
"192.168.31.21",63995,11,765,6,372,5,393
"192.168.31.21",63996,11,808,6,366,5,442
"192.168.31.21",63997,11,792,6,366,5,426
"192.168.31.21",63998,11,721,6,366,5,355
"192.168.31.21",63999,11,728,6,368,5,360
"192.168.31.21",64000,11,748,6,368,5,380
"192.168.31.21",64001,11,761,6,368,5,393
"192.168.31.21",64004,33,12130,15,5609,18,6521
"192.168.31.21",64005,22,3780,11,2746,11,1034
"192.168.31.21",64006,11,765,6,368,5,397
"192.168.31.21",64007,11,716,6,368,5,348
"192.168.31.21",64008,10,705,6,368,4,337
"192.168.31.21",64009,35,8645,15,4512,20,4133
"192.168.31.21",64010,11,759,6,372,5,387
"192.168.31.21",64011,11,724,6,372,5,352
"192.168.31.21",64012,11,765,6,372,5,393
"192.168.31.21",64013,11,818,6,371,5,447
"192.168.31.21",64014,11,802,6,371,5,431
"192.168.31.21",64015,11,756,6,371,5,385
"192.168.31.21",64016,11,734,6,371,5,363
"192.168.31.21",64017,11,722,6,371,5,351
"192.168.31.21",64018,11,763,6,371,5,392
"192.168.31.21",64019,11,829,6,376,5,453
"192.168.31.21",64020,11,762,6,376,5,386
"192.168.31.21",64021,11,803,6,376,5,427
"192.168.31.21",64022,11,726,6,367,5,359
"192.168.31.21",64023,11,714,6,367,5,347
"192.168.31.21",64024,11,758,6,367,5,391
"192.168.31.21",64025,11,760,6,370,5,390
"192.168.31.21",64026,11,800,6,370,5,430
"192.168.31.21",64027,11,760,6,370,5,390
"192.168.31.21",64028,11,752,6,366,5,386
"192.168.31.21",64029,11,840,6,366,5,474
"192.168.31.21",64030,11,752,6,366,5,386
"192.168.31.21",64031,11,736,6,372,5,364
"192.168.31.21",64032,11,724,6,372,5,352
"192.168.31.21",64033,11,788,6,372,5,416
"192.168.31.21",64034,11,829,6,376,5,453
"192.168.31.21",64035,11,762,6,376,5,386
"192.168.31.21",64036,11,803,6,376,5,427
"192.168.31.21",64037,11,752,6,366,5,386
"192.168.31.21",64038,11,840,6,366,5,474
"192.168.31.21",64039,11,752,6,366,5,386
"192.168.31.21",64040,10,672,5,313,5,359
"192.168.31.21",64041,11,714,6,367,5,347
"192.168.31.21",64042,11,758,6,367,5,391
"192.168.31.21",64043,11,726,6,367,5,359
"192.168.31.21",64044,11,714,6,367,5,347
"192.168.31.21",64045,11,758,6,367,5,391
"192.168.31.21",64046,11,751,7,452,4,299
"192.168.31.21",64047,11,739,7,452,4,287
"192.168.31.21",64048,11,783,7,452,4,331
"192.168.31.21",64049,742,464158,433,407843,309,56315
"192.168.31.21",64052,42,9957,20,4094,22,5863
"192.168.31.21",64053,24,6048,13,2964,11,3084
"192.168.31.21",64054,11,756,6,382,5,374
"192.168.31.21",64055,11,744,6,382,5,362
"192.168.31.21",64056,11,778,6,382,5,396
"192.168.31.21",64057,11,818,6,371,5,447
"192.168.31.21",64058,11,802,6,371,5,431
"192.168.31.21",64059,11,756,6,371,5,385
"192.168.31.21",64060,11,726,6,367,5,359
"192.168.31.21",64061,11,714,6,367,5,347
"192.168.31.21",64062,11,758,6,367,5,391
"192.168.31.21",64063,11,732,6,370,5,362
"192.168.31.21",64064,11,768,6,370,5,398
"192.168.31.21",64065,11,771,6,370,5,401
"192.168.31.21",64066,11,734,6,371,5,363
"192.168.31.21",64067,11,722,6,371,5,351
"192.168.31.21",64068,11,763,6,371,5,392
"192.168.31.21",64069,11,800,6,390,5,410
"192.168.31.21",64070,11,776,6,390,5,386
"192.168.31.21",64071,11,803,6,390,5,413
"192.168.31.21",64074,31,5587,15,3612,16,1975
"192.168.31.21",64075,19,3929,9,2738,10,1191
"192.168.31.21",64076,11,760,6,370,5,390
"192.168.31.21",64077,11,800,6,370,5,430
"192.168.31.21",64078,11,760,6,370,5,390
"192.168.31.21",64079,11,734,6,371,5,363
"192.168.31.21",64080,11,722,6,371,5,351
"192.168.31.21",64081,11,763,6,371,5,392
"192.168.31.21",64082,11,742,6,375,5,367
"192.168.31.21",64083,11,730,6,375,5,355
"192.168.31.21",64084,11,764,6,375,5,389
"192.168.31.21",64085,23,7377,12,2440,11,4937
"192.168.31.21",64086,203,208505,49,9354,154,199151
"192.168.31.21",64087,11,816,6,370,5,446
"192.168.31.21",64088,11,800,6,370,5,430
"192.168.31.21",64089,11,729,6,370,5,359
"192.168.31.21",64090,11,726,6,367,5,359
"192.168.31.21",64091,11,714,6,367,5,347
"192.168.31.21",64092,11,758,6,367,5,391
"192.168.31.21",64093,11,850,6,375,5,475
"192.168.31.21",64094,11,834,6,375,5,459
"192.168.31.21",64095,11,788,6,375,5,413
"192.168.31.21",64096,11,797,6,370,5,427
"192.168.31.21",64097,11,755,6,370,5,385
"192.168.31.21",64098,11,797,6,370,5,427
"192.168.31.21",64099,346,203039,143,43772,203,159267
"192.168.31.21",64100,11,858,6,391,5,467
"192.168.31.21",64101,11,970,6,391,5,579
"192.168.31.21",64102,11,803,6,391,5,412
"192.168.31.21",64103,11,789,6,376,5,413
"192.168.31.21",64104,11,777,6,376,5,401
"192.168.31.21",64105,11,819,6,376,5,443
"192.168.31.21",64106,11,742,6,375,5,367
"192.168.31.21",64107,11,730,6,375,5,355
"192.168.31.21",64108,11,803,7,468,4,335
"192.168.31.21",64109,77,22261,41,16572,36,5689
"192.168.31.21",64110,19,4733,9,2574,10,2159
"192.168.31.21",64114,119,55776,52,6014,67,49762
"192.168.31.21",64115,149,110687,57,7227,92,103460
"192.168.31.21",64121,11,777,6,368,5,409
"192.168.31.21",64122,11,716,6,368,5,348
"192.168.31.21",64123,11,777,6,368,5,409
"192.168.31.21",64124,47,12086,23,3709,24,8377
"192.168.31.21",64125,1477,766974,684,63485,793,703489
"192.168.31.21",64126,11,793,6,378,5,415
"192.168.31.21",64127,11,781,6,378,5,403
"192.168.31.21",64128,11,823,6,378,5,445
"192.168.31.21",64131,148,91744,67,6481,81,85263
"192.168.31.21",64132,19,4677,9,2518,10,2159
"192.168.31.21",64133,11,815,6,379,5,436
"192.168.31.21",64134,11,773,6,379,5,394
"192.168.31.21",64135,11,815,6,379,5,436
"192.168.31.21",64136,11,816,6,370,5,446
"192.168.31.21",64137,11,800,6,370,5,430
"192.168.31.21",64138,11,729,6,370,5,359
"192.168.31.21",64139,11,901,6,377,5,524
"192.168.31.21",64140,11,858,6,377,5,481
"192.168.31.21",64141,11,901,6,377,5,524
"192.168.31.21",64142,58,29598,26,3931,32,25667
"192.168.31.21",64143,11,797,6,380,5,417
"192.168.31.21",64144,11,785,6,380,5,405
"192.168.31.21",64145,11,827,6,380,5,447
"192.168.31.21",64146,11,734,6,371,5,363
"192.168.31.21",64147,11,722,6,371,5,351
"192.168.31.21",64148,11,763,6,371,5,392
"192.168.31.21",64149,11,808,6,366,5,442
"192.168.31.21",64150,11,792,6,366,5,426
"192.168.31.21",64151,11,721,6,366,5,355
"192.168.31.21",64152,11,742,6,375,5,367
"192.168.31.21",64153,11,730,6,375,5,355
"192.168.31.21",64154,11,764,6,375,5,389
"192.168.31.21",64158,11,816,6,370,5,446
"192.168.31.21",64159,11,800,6,370,5,430
"192.168.31.21",64160,11,729,6,370,5,359
"192.168.31.21",64162,96,29803,45,15073,51,14730
"192.168.31.21",64163,350,313643,130,9569,220,304074
"192.168.31.21",64166,53,13212,24,3819,29,9393
"192.168.31.21",64167,94,65104,38,6627,56,58477
"192.168.31.21",64169,18,5705,10,2807,8,2898
"192.168.31.21",64170,11,783,6,381,5,402
"192.168.31.21",64171,11,771,6,381,5,390
"192.168.31.21",64172,11,812,6,381,5,431
"192.168.31.21",64173,18,5789,10,2879,8,2910
"192.168.31.21",64174,18,5821,10,2911,8,2910
"192.168.31.21",64179,83,41829,40,4705,43,37124
"192.168.31.21",64180,11,734,6,371,5,363
"192.168.31.21",64181,11,722,6,371,5,351
"192.168.31.21",64182,11,763,6,371,5,392
"192.168.31.21",64184,11,797,6,380,5,417
"192.168.31.21",64185,11,785,6,380,5,405
"192.168.31.21",64186,11,830,6,380,5,450
"192.168.31.21",64190,17,11977,6,2167,11,9810
"192.168.31.21",64191,17,11983,6,2167,11,9816
"192.168.31.21",64192,71,29586,32,4330,39,25256
"192.168.31.21",64193,19,4711,9,2552,10,2159
"192.168.31.21",64196,18,5851,10,2923,8,2928
"192.168.31.21",64197,13,6616,6,2125,7,4491
"192.168.31.21",64198,424,360601,173,11967,251,348634
"192.168.31.21",64199,51,16110,24,3937,27,12173
"192.168.31.21",64200,18,5769,10,2871,8,2898
"192.168.31.21",64201,19,4743,9,2584,10,2159
"192.168.31.21",64202,11,818,6,371,5,447
"192.168.31.21",64203,11,802,6,371,5,431
"192.168.31.21",64204,11,756,6,371,5,385
"192.168.31.21",64206,11,764,6,372,5,392
"192.168.31.21",64207,11,724,6,372,5,352
"192.168.31.21",64208,11,764,6,372,5,392
"192.168.31.21",64209,28,8776,14,3200,14,5576
"192.168.31.21",64211,12,10869,11,10803,1,66
"192.168.31.21",64212,12,10933,11,10867,1,66
"192.168.31.21",64213,11,762,6,371,5,391
"192.168.31.21",64214,11,722,6,371,5,351
"192.168.31.21",64215,11,762,6,371,5,391
"192.168.31.21",64216,30,9892,17,3986,13,5906
"192.168.31.21",64217,91,27925,47,9957,44,17968
"192.168.31.21",64218,11,756,6,368,5,388
"192.168.31.21",64219,11,732,6,368,5,364
"192.168.31.21",64220,11,756,6,368,5,388
"192.168.31.21",64221,38,11100,19,5426,19,5674
"192.168.31.21",64222,11,818,6,371,5,447
"192.168.31.21",64223,11,802,6,371,5,431
"192.168.31.21",64224,11,756,6,371,5,385
"192.168.31.21",64225,11,764,6,372,5,392
"192.168.31.21",64226,11,724,6,372,5,352
"192.168.31.21",64227,11,764,6,372,5,392
"192.168.31.21",64228,27,8649,13,3067,14,5582
"192.168.31.21",64229,11,776,6,375,5,401
"192.168.31.21",64230,11,730,6,375,5,355
"192.168.31.21",64231,11,776,6,375,5,401
"192.168.31.21",64232,42,14950,22,9074,20,5876
"192.168.31.21",64233,11,744,6,362,5,382
"192.168.31.21",64234,11,784,6,362,5,422
"192.168.31.21",64235,11,744,6,362,5,382
"192.168.31.21",64236,11,788,6,369,5,419
"192.168.31.21",64237,11,748,6,369,5,379
"192.168.31.21",64238,11,788,6,369,5,419
"192.168.31.21",64239,11,853,6,379,5,474
"192.168.31.21",64240,11,805,6,379,5,426
"192.168.31.21",64241,10,731,6,379,4,352
"192.168.31.21",64242,49,16910,24,8634,25,8276
"192.168.31.21",64243,23,7308,11,2681,12,4627
"192.168.31.21",64244,11,762,6,371,5,391
"192.168.31.21",64245,11,722,6,371,5,351
"192.168.31.21",64246,11,762,6,371,5,391
"192.168.31.21",64247,35,13320,19,7234,16,6086
"192.168.31.21",64248,11,754,6,367,5,387
"192.168.31.21",64249,11,778,6,367,5,411
"192.168.31.21",64250,11,754,6,367,5,387
"192.168.31.21",64251,11,740,6,366,5,374
"192.168.31.21",64252,11,728,6,366,5,362
"192.168.31.21",64253,11,764,6,366,5,398
"192.168.31.21",64256,55,32179,27,3851,28,28328
"192.168.31.21",64257,11,771,6,373,5,398
"192.168.31.21",64258,11,742,6,373,5,369
"192.168.31.21",64259,11,780,6,373,5,407
"192.168.31.21",64260,11,770,6,371,5,399
"192.168.31.21",64261,11,738,6,371,5,367
"192.168.31.21",64262,11,776,6,371,5,405
"192.168.31.21",64263,11,775,7,468,4,307
"192.168.31.21",64264,11,763,7,468,4,295
"192.168.31.21",64265,1,66,1,66,0,0
"192.168.31.21",64266,275,151698,114,33003,161,118695
"192.168.31.21",64267,11,766,6,373,5,393
"192.168.31.21",64268,11,742,6,373,5,369
"192.168.31.21",64269,11,780,6,373,5,407
"192.168.31.21",64270,11,760,6,374,5,386
"192.168.31.21",64271,11,748,6,374,5,374
"192.168.31.21",64272,11,784,6,374,5,410
"192.168.31.21",64273,38,8556,20,4057,18,4499
"192.168.31.21",64274,11,734,6,371,5,363
"192.168.31.21",64275,11,722,6,371,5,351
"192.168.31.21",64276,11,763,6,371,5,392
"192.168.31.21",64277,11,752,6,380,5,372
"192.168.31.21",64278,11,740,6,380,5,360
"192.168.31.21",64279,11,781,6,380,5,401
"192.168.31.21",64281,18,3353,10,2595,8,758
"192.168.31.21",64284,26,8869,14,3180,12,5689
"192.168.31.21",64285,11,764,6,369,5,395
"192.168.31.21",64286,11,734,6,369,5,365
"192.168.31.21",64287,11,772,6,369,5,403
"192.168.31.21",64288,783,710406,274,18571,509,691835
"192.168.31.21",64289,11,783,6,381,5,402
"192.168.31.21",64290,11,771,6,381,5,390
"192.168.31.21",64291,11,812,6,381,5,431
"192.168.31.21",64292,11,736,6,372,5,364
"192.168.31.21",64293,11,724,6,372,5,352
"192.168.31.21",64294,11,770,6,372,5,398
"192.168.31.21",64295,22,3535,15,2934,7,601
"192.168.31.21",64296,18,5725,10,2815,8,2910
"192.168.31.21",64297,11,780,6,380,5,400
"192.168.31.21",64298,11,756,6,380,5,376
"192.168.31.21",64299,11,794,6,380,5,414
"192.168.31.21",64300,11,846,6,385,5,461
"192.168.31.21",64301,11,798,6,385,5,413
"192.168.31.21",64302,11,759,6,385,5,374
"192.168.31.21",64306,54,10616,27,4344,27,6272
"192.168.31.21",64308,29,11216,15,5394,14,5822
"192.168.31.21",64309,20,7222,11,2708,9,4514
"192.168.31.21",64310,22,3503,15,2902,7,601
"192.168.31.21",64311,11,832,6,420,5,412
"192.168.31.21",64312,11,820,6,420,5,400
"192.168.31.21",64313,11,829,6,420,5,409
"192.168.31.21",64314,11,848,6,386,5,462
"192.168.31.21",64315,11,800,6,386,5,414
"192.168.31.21",64316,11,761,6,386,5,375
"192.168.31.21",64317,11,836,6,380,5,456
"192.168.31.21",64318,11,820,6,380,5,440
"192.168.31.21",64319,11,781,6,380,5,401
"192.168.31.21",64322,12,10901,11,10835,1,66
"192.168.31.21",64323,11,752,6,366,5,386
"192.168.31.21",64324,11,840,6,366,5,474
"192.168.31.21",64325,11,752,6,366,5,386
"192.168.31.21",64326,12,10869,11,10803,1,66
"192.168.31.21",64327,11,762,6,371,5,391
"192.168.31.21",64328,11,722,6,371,5,351
"192.168.31.21",64329,11,762,6,371,5,391
"192.168.31.21",64330,27,8753,14,3231,13,5522
"192.168.31.21",64331,11,823,6,383,5,440
"192.168.31.21",64332,11,781,6,383,5,398
"192.168.31.21",64333,11,823,6,383,5,440
"192.168.31.21",64334,11,832,6,420,5,412
"192.168.31.21",64335,11,820,6,420,5,400
"192.168.31.21",64336,11,829,6,420,5,409
