Адрес,Порт,Пакеты,Байты,Пакетов отправлено,Байтов отправлено,Пакетов получено,Байтов получено
"192.168.31.21",60590,22,3861,10,2780,12,1081
"192.168.31.21",60591,36,12078,15,4270,21,7808
"192.168.31.21",60592,11,777,6,373,5,404
"192.168.31.21",60593,11,1110,6,373,5,737
"192.168.31.21",60594,11,777,6,373,5,404
"192.168.31.21",60595,43,22916,22,8287,21,14629
"192.168.31.21",60596,11,758,6,383,5,375
"192.168.31.21",60597,11,746,6,383,5,363
"192.168.31.21",60598,11,788,6,383,5,405
"192.168.31.21",60601,41,14248,19,3428,22,10820
"192.168.31.21",60602,11,788,6,373,5,415
"192.168.31.21",60603,11,809,6,373,5,436
"192.168.31.21",60604,11,788,6,373,5,415
"192.168.31.21",60605,26,8846,12,2832,14,6014
"192.168.31.21",60606,314,283105,113,9655,201,273450
"192.168.31.21",60607,11,728,6,368,5,360
"192.168.31.21",60608,11,748,6,368,5,380
"192.168.31.21",60609,11,761,6,368,5,393
"192.168.31.21",60612,20,4001,11,2795,9,1206
"192.168.31.21",60613,832,787654,285,17977,547,769677
"192.168.31.21",60615,38,13127,18,4801,20,8326
"192.168.31.21",60616,20,4019,10,2753,10,1266
"192.168.31.21",60617,28,12275,15,6659,13,5616
"192.168.31.21",60618,11,825,6,407,5,418
"192.168.31.21",60619,11,810,6,407,5,403
"192.168.31.21",60620,11,825,6,407,5,418
"192.168.31.21",60621,11,851,6,410,5,441
"192.168.31.21",60622,11,800,6,410,5,390
"192.168.31.21",60623,11,851,6,410,5,441
"192.168.31.21",60624,18,3474,9,2572,9,902
"192.168.31.21",60625,30,13934,16,6616,14,7318
"192.168.31.21",60626,27,7387,14,3256,13,4131
"192.168.31.21",60627,11,730,6,369,5,361
"192.168.31.21",60628,11,718,6,369,5,349
"192.168.31.21",60629,11,763,6,369,5,394
"192.168.31.21",60632,58,22748,30,14834,28,7914
"192.168.31.21",60633,16,3078,8,2411,8,667
"192.168.31.21",60634,27,5656,17,4475,10,1181
"192.168.31.21",60635,11,774,6,376,5,398
"192.168.31.21",60636,11,762,6,376,5,386
"192.168.31.21",60637,11,803,6,376,5,427
"192.168.31.21",60638,21,8156,13,6565,8,1591
"192.168.31.21",60639,11,734,6,371,5,363
"192.168.31.21",60640,11,722,6,371,5,351
"192.168.31.21",60641,11,763,6,371,5,392
"192.168.31.21",60642,11,760,6,370,5,390
"192.168.31.21",60643,11,800,6,370,5,430
"192.168.31.21",60644,11,760,6,370,5,390
"192.168.31.21",60645,11,774,6,376,5,398
"192.168.31.21",60646,11,762,6,376,5,386
"192.168.31.21",60647,11,803,6,376,5,427
"192.168.31.21",60648,19,4944,10,3573,9,1371
"192.168.31.21",60650,12,10933,11,10867,1,66
"192.168.31.21",60651,11,722,6,365,5,357
"192.168.31.21",60652,11,742,6,365,5,377
"192.168.31.21",60653,11,755,6,365,5,390
"192.168.31.21",60656,132,35050,65,17786,67,17264
"192.168.31.21",60657,17,3743,9,2553,8,1190
"192.168.31.21",60658,11,752,6,366,5,386
"192.168.31.21",60659,11,840,6,366,5,474
"192.168.31.21",60660,11,752,6,366,5,386
"192.168.31.21",60661,11,818,6,371,5,447
"192.168.31.21",60662,11,802,6,371,5,431
"192.168.31.21",60663,11,756,6,371,5,385
"192.168.31.21",60665,12,10901,11,10835,1,66
"192.168.31.21",60666,11,759,6,372,5,387
"192.168.31.21",60667,11,724,6,372,5,352
"192.168.31.21",60668,11,788,6,372,5,416
"192.168.31.21",60671,42,10838,21,3782,21,7056
"192.168.31.21",60672,18,5742,10,2841,8,2901
"192.168.31.21",60673,19,4970,10,3605,9,1365
"192.168.31.21",60676,34,12936,14,3738,20,9198
"192.168.31.21",60677,11,748,6,378,5,370
"192.168.31.21",60678,11,736,6,378,5,358
"192.168.31.21",60679,11,778,6,378,5,400
"192.168.31.21",60682,27,8822,13,2517,14,6305
"192.168.31.21",60684,21,8211,9,2342,12,5869
"192.168.31.21",60685,243,187639,87,7510,156,180129
"192.168.31.21",60687,22,3861,11,2834,11,1027
"192.168.31.21",60689,29,6050,14,3416,15,2634
"192.168.31.21",60691,26,8800,12,2495,14,6305
"192.168.31.21",60693,47,25648,19,4020,28,21628
"192.168.31.21",60694,11,753,6,372,5,381
"192.168.31.21",60695,11,805,6,372,5,433
"192.168.31.21",60696,11,786,6,372,5,414
"192.168.31.21",60703,28,8914,13,2549,15,6365
"192.168.31.21",60704,202,39256,103,23131,99,16125
"192.168.31.21",60705,21,8129,9,2304,12,5825
"192.168.31.21",60706,21,8225,9,2400,12,5825
"192.168.31.21",60707,21,8225,9,2400,12,5825
"192.168.31.21",60708,21,8225,9,2400,12,5825
"192.168.31.21",60709,15,7155,8,2266,7,4889
"192.168.31.21",60710,11,726,6,367,5,359
"192.168.31.21",60711,11,714,6,367,5,347
"192.168.31.21",60712,11,758,6,367,5,391
"192.168.31.21",60714,28,15694,13,2542,15,13152
"192.168.31.21",60716,12,10901,11,10835,1,66
"192.168.31.21",60718,12,10965,11,10899,1,66
"192.168.31.21",60721,12,10901,11,10835,1,66
"192.168.31.21",60722,12,10965,11,10899,1,66
"192.168.31.21",60723,30,5643,15,3862,15,1781
"192.168.31.21",60724,11,816,6,370,5,446
"192.168.31.21",60725,11,800,6,370,5,430
"192.168.31.21",60726,11,729,6,370,5,359
"192.168.31.21",60727,11,840,6,382,5,458
"192.168.31.21",60728,11,824,6,382,5,442
"192.168.31.21",60729,11,785,6,382,5,403
"192.168.31.21",60730,31,17279,16,6636,15,10643
"192.168.31.21",60731,11,858,6,391,5,467
"192.168.31.21",60732,11,986,6,391,5,595
"192.168.31.21",60733,11,803,6,391,5,412
"192.168.31.21",60734,11,738,6,373,5,365
"192.168.31.21",60735,11,726,6,373,5,353
"192.168.31.21",60736,11,735,6,373,5,362
"192.168.31.21",60737,11,734,6,371,5,363
"192.168.31.21",60738,11,722,6,371,5,351
"192.168.31.21",60739,11,763,6,371,5,392
"192.168.31.21",60740,11,781,6,380,5,401
"192.168.31.21",60741,11,788,6,380,5,408
"192.168.31.21",60742,11,749,6,380,5,369
"192.168.31.21",60744,11,760,6,384,5,376
"192.168.31.21",60745,11,748,6,384,5,364
"192.168.31.21",60746,11,782,6,384,5,398
"192.168.31.21",60747,11,744,6,376,5,368
"192.168.31.21",60748,11,732,6,376,5,356
"192.168.31.21",60750,12,10965,11,10899,1,66
"192.168.31.21",60752,101,44485,45,9806,56,34679
"192.168.31.21",60753,11,742,6,375,5,367
"192.168.31.21",60754,11,730,6,375,5,355
"192.168.31.21",60755,11,764,6,375,5,389
"192.168.31.21",60756,15,4585,8,2702,7,1883
"192.168.31.21",60759,12,10933,11,10867,1,66
"192.168.31.21",60760,12,10901,11,10835,1,66
"192.168.31.21",60761,11,744,6,362,5,382
"192.168.31.21",60762,11,784,6,362,5,422
"192.168.31.21",60763,11,744,6,362,5,382
"192.168.31.21",60764,11,754,6,367,5,387
"192.168.31.21",60765,11,714,6,367,5,347
"192.168.31.21",60766,11,754,6,367,5,387
"192.168.31.21",60767,11,853,6,379,5,474
"192.168.31.21",60768,11,805,6,379,5,426
"192.168.31.21",60769,11,791,6,379,5,412
"192.168.31.21",60770,11,744,6,376,5,368
"192.168.31.21",60771,11,732,6,376,5,356
"192.168.31.21",60772,10,713,6,376,4,337
"192.168.31.21",60773,813,723226,310,22495,503,700731
"192.168.31.21",60774,17,6624,8,2341,9,4283
"192.168.31.21",60775,18,6652,8,2309,10,4343
"192.168.31.21",60776,14,5656,7,2111,7,3545
"192.168.31.21",60777,13,5634,6,2089,7,3545
"192.168.31.21",60778,26,7128,12,2494,14,4634
"192.168.31.21",60779,11,764,6,372,5,392
"192.168.31.21",60780,11,724,6,372,5,352
"192.168.31.21",60781,11,764,6,372,5,392
"192.168.31.21",60782,11,776,6,372,5,404
"192.168.31.21",60783,11,724,6,372,5,352
"192.168.31.21",60784,11,776,6,372,5,404
"192.168.31.21",60785,11,816,6,370,5,446
"192.168.31.21",60786,11,800,6,370,5,430
"192.168.31.21",60787,10,669,6,370,4,299
"192.168.31.21",60788,11,846,6,385,5,461
"192.168.31.21",60789,11,841,7,488,4,353
"192.168.31.21",60790,11,802,7,488,4,314
"192.168.31.21",60791,12,808,7,441,5,367
"192.168.31.21",60792,12,796,7,441,5,355
"192.168.31.21",60793,12,842,7,441,5,401
"192.168.31.21",60795,21,4055,10,2753,11,1302
"192.168.31.21",60797,34,10172,16,4040,18,6132
"192.168.31.21",60799,47,13721,22,3749,25,9972
"192.168.31.21",60801,44,13007,20,4413,24,8594
"192.168.31.21",60802,11,738,6,373,5,365
"192.168.31.21",60803,11,726,6,373,5,353
"192.168.31.21",60804,11,735,6,373,5,362
"192.168.31.21",60805,11,774,6,376,5,398
"192.168.31.21",60806,11,762,6,376,5,386
"192.168.31.21",60807,11,803,6,376,5,427
"192.168.31.21",60808,11,842,6,383,5,459
"192.168.31.21",60809,11,794,6,383,5,411
"192.168.31.21",60810,11,755,6,383,5,372
"192.168.31.21",60811,11,819,6,376,5,443
"192.168.31.21",60812,11,777,6,376,5,401
"192.168.31.21",60813,11,819,6,376,5,443
"192.168.31.21",60814,14,12254,13,12188,1,66
"192.168.31.21",60815,18,5762,10,2849,8,2913
"192.168.31.21",60816,16,4761,8,2789,8,1972
"192.168.31.21",60817,11,728,6,368,5,360
"192.168.31.21",60818,11,748,6,368,5,380
"192.168.31.21",60819,11,761,6,368,5,393
"192.168.31.21",60821,11,742,6,375,5,367
"192.168.31.21",60822,11,730,6,375,5,355
"192.168.31.21",60823,11,776,6,375,5,401
"192.168.31.21",60826,380,233029,188,122841,192,110188
"192.168.31.21",60827,11,842,6,383,5,459
"192.168.31.21",60828,11,794,6,383,5,411
"192.168.31.21",60829,11,755,6,383,5,372
"192.168.31.21",60831,29,9267,13,3135,16,6132
"192.168.31.21",60832,18,3474,9,2572,9,902
"192.168.31.21",60833,21,3957,10,2665,11,1292
"192.168.31.21",60834,11,850,6,375,5,475
"192.168.31.21",60835,11,834,6,375,5,459
"192.168.31.21",60836,11,788,6,375,5,413
"192.168.31.21",60837,12,2537,6,513,6,2024
"192.168.31.21",60839,13,4321,6,507,7,3814
"192.168.31.21",60841,12,10901,11,10835,1,66
"192.168.31.21",60842,12,10965,11,10899,1,66
"192.168.31.21",60843,15,4454,7,580,8,3874
"192.168.31.21",60844,11,728,6,368,5,360
"192.168.31.21",60845,11,748,6,368,5,380
"192.168.31.21",60846,11,761,6,368,5,393
"192.168.31.21",60847,10,2103,5,416,5,1687
"192.168.31.21",60848,11,3063,5,416,6,2647
"192.168.31.21",60850,10,1120,5,416,5,704
"192.168.31.21",60851,10,1434,5,416,5,1018
"192.168.31.21",60852,16,7713,7,660,9,7053
"192.168.31.21",60853,40,32016,15,1508,25,30508
"192.168.31.21",60854,19,9949,8,653,11,9296
"192.168.31.21",60855,29,21635,11,810,18,20825
"192.168.31.21",60857,34,12865,16,4663,18,8202
"192.168.31.21",60858,30,10954,14,2982,16,7972
"192.168.31.21",60859,18,3570,9,2668,9,902
"192.168.31.21",60860,11,2502,5,478,6,2024
"192.168.31.21",60861,27,10764,12,2858,15,7906
"192.168.31.21",60862,29,13845,15,5999,14,7846
"192.168.31.21",60863,28,14137,15,6351,13,7786
"192.168.31.21",60864,25,10951,12,3165,13,7786
"192.168.31.21",60865,28,11474,13,3568,15,7906
"192.168.31.21",60866,30,11218,14,3246,16,7972
"192.168.31.21",60867,25,10605,11,2759,14,7846
"192.168.31.21",60868,27,10939,13,3093,14,7846
"192.168.31.21",60869,27,10759,12,2847,15,7912
"192.168.31.21",60870,26,10966,13,3180,13,7786
"192.168.31.21",60871,26,10966,13,3180,13,7786
"192.168.31.21",60872,25,10599,12,2813,13,7786
"192.168.31.21",60873,24,10581,12,2855,12,7726
"192.168.31.21",60874,26,10935,13,3149,13,7786
"192.168.31.21",60875,26,11285,12,3439,14,7846
"192.168.31.21",60876,26,10966,13,3180,13,7786
"192.168.31.21",60877,11,818,6,371,5,447
"192.168.31.21",60878,11,802,6,371,5,431
"192.168.31.21",60879,11,756,6,371,5,385
"192.168.31.21",60881,12,10965,11,10899,1,66
"192.168.31.21",60883,12,10965,11,10899,1,66
"192.168.31.21",60884,12,11138,11,11072,1,66
"192.168.31.21",60885,11,829,6,376,5,453
"192.168.31.21",60886,11,788,6,376,5,412
"192.168.31.21",60887,11,829,6,376,5,453
"192.168.31.21",60888,54,12672,25,5477,29,7195
"192.168.31.21",60889,12,11042,11,10976,1,66
"192.168.31.21",60890,12,11042,11,10976,1,66
"192.168.31.21",60891,11,768,6,374,5,394
"192.168.31.21",60892,11,744,6,374,5,370
"192.168.31.21",60893,11,785,6,374,5,411
"192.168.31.21",60894,11,776,6,378,5,398
"192.168.31.21",60895,11,752,6,378,5,374
"192.168.31.21",60896,11,790,6,378,5,412
"192.168.31.21",60899,12,10804,11,10738,1,66
"192.168.31.21",60900,12,10836,11,10770,1,66
"192.168.31.21",60901,11,774,6,376,5,398
"192.168.31.21",60902,11,762,6,376,5,386
"192.168.31.21",60903,11,803,6,376,5,427
"192.168.31.21",60904,11,769,6,374,5,395
"192.168.31.21",60905,11,728,6,374,5,354
"192.168.31.21",60906,11,769,6,374,5,395
"192.168.31.21",60907,30,9583,15,3774,15,5809
"192.168.31.21",60908,11,736,6,372,5,364
"192.168.31.21",60909,11,747,6,372,5,375
"192.168.31.21",60910,11,788,6,372,5,416
"192.168.31.21",60913,12,10901,11,10835,1,66
"192.168.31.21",60914,12,10869,11,10803,1,66
"192.168.31.21",60917,12,10965,11,10899,1,66
"192.168.31.21",60918,12,10965,11,10899,1,66
"192.168.31.21",60919,11,837,6,370,5,467
"192.168.31.21",60920,11,821,6,370,5,451
"192.168.31.21",60921,11,775,6,370,5,405
"192.168.31.21",60924,94,42079,41,10434,53,31645
"192.168.31.21",60925,11,734,6,371,5,363
"192.168.31.21",60926,11,722,6,371,5,351
"192.168.31.21",60927,11,763,6,371,5,392
"192.168.31.21",60928,11,734,6,371,5,363
"192.168.31.21",60929,11,722,6,371,5,351
"192.168.31.21",60930,11,763,6,371,5,392
"192.168.31.21",60931,18,5802,10,2901,8,2901
"192.168.31.21",60932,11,840,6,382,5,458
"192.168.31.21",60933,11,824,6,382,5,442
"192.168.31.21",60934,11,785,6,382,5,403
"192.168.31.21",60937,12,10900,11,10834,1,66
"192.168.31.21",60938,12,10804,11,10738,1,66
"192.168.31.21",60941,12,10965,11,10899,1,66
"192.168.31.21",60942,12,10901,11,10835,1,66
"192.168.31.21",60945,12,10965,11,10899,1,66
"192.168.31.21",60946,12,10965,11,10899,1,66
"192.168.31.21",60947,11,808,6,366,5,442
"192.168.31.21",60948,11,792,6,366,5,426
"192.168.31.21",60949,11,721,6,366,5,355
"192.168.31.21",60950,11,818,6,371,5,447
"192.168.31.21",60951,11,802,6,371,5,431
"192.168.31.21",60952,11,756,6,371,5,385
"192.168.31.21",60954,12,10965,11,10899,1,66
"192.168.31.21",60955,11,740,6,374,5,366
"192.168.31.21",60956,11,728,6,374,5,354
"192.168.31.21",60957,11,769,6,374,5,395
"192.168.31.21",60960,57,14365,27,5131,30,9234
"192.168.31.21",60961,18,5720,10,2813,8,2907
"192.168.31.21",60964,12,10869,11,10803,1,66
"192.168.31.21",60965,12,10869,11,10803,1,66
"192.168.31.21",60966,11,777,6,376,5,401
"192.168.31.21",60967,11,748,6,376,5,372
"192.168.31.21",60968,11,786,6,376,5,410
"192.168.31.21",60969,18,6949,10,2347,8,4602
"192.168.31.21",60970,11,858,6,391,5,467
"192.168.31.21",60971,11,986,6,391,5,595
"192.168.31.21",60972,11,803,6,391,5,412
"192.168.31.21",60973,11,742,6,375,5,367
"192.168.31.21",60974,11,730,6,375,5,355
"192.168.31.21",60975,11,771,6,375,5,396
"192.168.31.21",60976,11,770,6,371,5,399
"192.168.31.21",60977,11,738,6,371,5,367
"192.168.31.21",60978,11,776,6,371,5,405
"192.168.31.21",60979,138,81176,59,25828,79,55348
"192.168.31.21",60980,11,766,6,373,5,393
"192.168.31.21",60981,11,742,6,373,5,369
"192.168.31.21",60982,11,780,6,373,5,407
"192.168.31.21",60983,896,747474,336,23005,560,724469
"192.168.31.21",60986,21,8441,11,2442,10,5999
"192.168.31.21",60987,196,149704,73,6820,123,142884
"192.168.31.21",60988,11,758,6,383,5,375
"192.168.31.21",60989,11,746,6,383,5,363
"192.168.31.21",60990,11,787,6,383,5,404
"192.168.31.21",60991,11,764,6,369,5,395
"192.168.31.21",60992,11,734,6,369,5,365
"192.168.31.21",60993,11,772,6,369,5,403
"192.168.31.21",60994,11,736,6,372,5,364
"192.168.31.21",60995,11,724,6,372,5,352
"192.168.31.21",60996,11,770,6,372,5,398
"192.168.31.21",60997,11,752,6,380,5,372
"192.168.31.21",60998,11,778,7,478,4,300
"192.168.31.21",60999,11,819,7,478,4,341
"192.168.31.21",61001,48,12538,24,4005,24,8533
"192.168.31.21",61004,32,10309,16,3376,16,6933
"192.168.31.21",61006,11,846,6,385,5,461
"192.168.31.21",61007,11,798,6,385,5,413
"192.168.31.21",61008,11,759,6,385,5,374
"192.168.31.21",61010,21,3938,10,2662,11,1276
"192.168.31.21",61012,183,145290,75,6567,108,138723
"192.168.31.21",61013,107,53328,46,5416,61,47912
"192.168.31.21",61014,11,780,6,380,5,400
"192.168.31.21",61015,11,756,6,380,5,376
"192.168.31.21",61016,11,794,6,380,5,414
"192.168.31.21",61017,11,791,6,384,5,407
"192.168.31.21",61018,11,764,6,384,5,380
"192.168.31.21",61019,11,802,6,384,5,418
"192.168.31.21",61020,18,5750,10,2825,8,2925
"192.168.31.21",61022,15,4840,9,2593,6,2247
"192.168.31.21",61023,23,9195,13,3715,10,5480
"192.168.31.21",61025,43,9260,21,3537,22,5723
"192.168.31.21",61026,11,848,6,386,5,462
"192.168.31.21",61027,11,800,6,386,5,414
"192.168.31.21",61028,11,761,6,386,5,375
"192.168.31.21",61029,11,832,6,420,5,412
"192.168.31.21",61030,11,820,6,420,5,400
"192.168.31.21",61031,11,829,6,420,5,409
"192.168.31.21",61032,18,7070,10,2622,8,4448
"192.168.31.21",61033,11,836,6,380,5,456
"192.168.31.21",61034,11,820,6,380,5,440
"192.168.31.21",61035,11,781,6,380,5,401
"192.168.31.21",61038,11,842,6,383,5,459
"192.168.31.21",61039,11,794,6,383,5,411
"192.168.31.21",61040,11,755,6,383,5,372
"192.168.31.21",61041,53,14045,26,5889,27,8156
"192.168.31.21",61042,18,5846,10,2921,8,2925
"192.168.31.21",61043,11,842,6,383,5,459
"192.168.31.21",61044,11,794,6,383,5,411
"192.168.31.21",61045,11,755,6,383,5,372
"192.168.31.21",61046,11,846,6,385,5,461
"192.168.31.21",61047,11,798,6,385,5,413
"192.168.31.21",61048,11,759,6,385,5,374
"192.168.31.21",61049,11,758,6,383,5,375
"192.168.31.21",61050,11,746,6,383,5,363
"192.168.31.21",61051,11,790,6,383,5,407
"192.168.31.21",61054,46,17451,23,3676,23,13775
"192.168.31.21",61055,11,758,6,383,5,375
"192.168.31.21",61056,11,746,6,383,5,363
"192.168.31.21",61057,11,790,6,383,5,407
"192.168.31.21",61058,11,816,6,370,5,446
"192.168.31.21",61059,11,800,6,370,5,430
"192.168.31.21",61060,11,729,6,370,5,359
"192.168.31.21",61062,18,5765,10,2831,8,2934
"192.168.31.21",61064,50,16547,23,4102,27,12445
"192.168.31.21",61065,18,5797,10,2863,8,2934
"192.168.31.21",61066,11,846,6,385,5,461
"192.168.31.21",61067,11,798,6,385,5,413
"192.168.31.21",61068,11,759,6,385,5,374
"192.168.31.21",61069,11,762,6,385,5,377
"192.168.31.21",61070,11,750,6,385,5,365
"192.168.31.21",61071,11,784,6,385,5,399
"192.168.31.21",61072,11,765,6,368,5,397
"192.168.31.21",61073,11,716,6,368,5,348
"192.168.31.21",61074,11,765,6,368,5,397
"192.168.31.21",61075,35,8690,15,4573,20,4117
"192.168.31.21",61077,12,10901,11,10835,1,66
"192.168.31.21",61080,12,10901,11,10835,1,66
"192.168.31.21",61081,12,10933,11,10867,1,66
"192.168.31.21",61082,11,774,6,376,5,398
"192.168.31.21",61083,11,762,6,376,5,386
"192.168.31.21",61084,11,803,6,376,5,427
"192.168.31.21",61086,12,10933,11,10867,1,66
"192.168.31.21",61087,11,744,6,376,5,368
"192.168.31.21",61088,11,732,6,376,5,356
"192.168.31.21",61091,151,108431,58,10300,93,98131
"192.168.31.21",61092,16,4747,8,2798,8,1949
"192.168.31.21",61093,11,751,6,362,5,389
"192.168.31.21",61094,11,704,6,362,5,342
"192.168.31.21",61095,11,751,6,362,5,389
"192.168.31.21",61096,78,47479,36,5699,42,41780
"192.168.31.21",61097,11,722,6,365,5,357
"192.168.31.21",61098,11,742,6,365,5,377
"192.168.31.21",61099,11,755,6,365,5,390
"192.168.31.21",61100,11,853,6,379,5,474
"192.168.31.21",61101,11,805,6,379,5,426
"192.168.31.21",61102,11,791,6,379,5,412
"192.168.31.21",61104,11,765,6,369,5,396
"192.168.31.21",61105,11,814,6,369,5,445
"192.168.31.21",61106,11,875,6,369,5,506
"192.168.31.21",61107,11,752,6,380,5,372
"192.168.31.21",61108,11,740,6,380,5,360
"192.168.31.21",61109,11,781,6,380,5,401
"192.168.31.21",61110,11,858,6,380,5,478
"192.168.31.21",61111,11,820,6,380,5,440
"192.168.31.21",61112,11,781,6,380,5,401
"192.168.31.21",61113,84,48890,35,5232,49,43658
"192.168.31.21",61114,11,778,6,366,5,412
"192.168.31.21",61115,11,728,6,366,5,362
"192.168.31.21",61116,11,778,6,366,5,412
"192.168.31.21",61117,174,33610,93,17821,81,15789
"192.168.31.21",61118,11,728,6,368,5,360
"192.168.31.21",61119,11,748,6,368,5,380
"192.168.31.21",61120,11,761,6,368,5,393
"192.168.31.21",61123,11,783,6,379,5,404
"192.168.31.21",61124,11,771,6,379,5,392
"192.168.31.21",61125,11,804,6,379,5,425
"192.168.31.21",61126,101,59848,41,5616,60,54232
"192.168.31.21",61127,18,3474,9,2572,9,902
"192.168.31.21",61130,31,6536,15,4837,16,1699
"192.168.31.21",61131,18,3298,9,2475,9,823
"192.168.31.21",61133,11,740,6,374,5,366
"192.168.31.21",61134,11,776,6,374,5,402
"192.168.31.21",61135,11,763,6,374,5,389
"192.168.31.21",61136,11,722,6,365,5,357
"192.168.31.21",61137,11,742,6,365,5,377
"192.168.31.21",61138,11,755,6,365,5,390
"192.168.31.21",61142,82,15444,40,5775,42,9669
"192.168.31.21",61145,11,753,6,372,5,381
"192.168.31.21",61146,11,805,6,372,5,433
"192.168.31.21",61147,11,786,6,372,5,414
"192.168.31.21",61148,33,19045,15,5651,18,13394
"192.168.31.21",61149,21,6080,10,3308,11,2772
"192.168.31.21",61150,11,740,6,374,5,366
"192.168.31.21",61151,11,728,6,374,5,354
"192.168.31.21",61152,11,761,6,374,5,387
"192.168.31.21",61153,18,3835,9,2585,9,1250
"192.168.31.21",61154,13,2938,6,2356,7,582
"192.168.31.21",61155,11,732,6,370,5,362
"192.168.31.21",61156,11,720,6,370,5,350
"192.168.31.21",61157,11,753,6,370,5,383
"192.168.31.21",61160,34,12299,15,4636,19,7663
"192.168.31.21",61161,11,760,6,384,5,376
"192.168.31.21",61162,11,748,6,384,5,364
"192.168.31.21",61163,11,790,6,384,5,406
"192.168.31.21",61165,27,8900,13,2870,14,6030
"192.168.31.21",61167,394,358314,140,10179,254,348135
"192.168.31.21",61168,21,4106,11,2840,10,1266
"192.168.31.21",61169,11,816,6,370,5,446
"192.168.31.21",61170,11,800,6,370,5,430
"192.168.31.21",61171,11,729,6,370,5,359
"192.168.31.21",61172,11,764,6,372,5,392
"192.168.31.21",61173,11,740,6,372,5,368
"192.168.31.21",61174,11,765,6,372,5,393
"192.168.31.21",61175,11,826,6,375,5,451
"192.168.31.21",61176,11,954,6,375,5,579
"192.168.31.21",61177,11,771,6,375,5,396
"192.168.31.21",61182,125,81216,55,5732,70,75484
"192.168.31.21",61183,152,95460,68,6620,84,88840
"192.168.31.21",61184,18,5806,10,2905,8,2901
"192.168.31.21",61185,20,6851,11,2913,9,3938
"192.168.31.21",61186,11,748,6,378,5,370
"192.168.31.21",61187,11,736,6,378,5,358
"192.168.31.21",61188,11,778,6,378,5,400
"192.168.31.21",61191,321,233820,125,9379,196,224441
"192.168.31.21",61192,11,850,6,375,5,475
"192.168.31.21",61193,11,834,6,375,5,459
"192.168.31.21",61194,11,788,6,375,5,413
